venom|effect|pmid
genus echis|blood coagulation disorder|18190937
genus echis|pregnancy|18631310
genus echis|pregnancy unintended|18631310
genus echis|allergic reaction|18631310
genus echis|necrosis|21035155
genus echis|disability|21035155
genus echis|infectious disease|21035155
genus echis|infection|21035155
genus echis|menstruation|21303988
phospholipases a2|oedema|1297173
phospholipases a2|pheochromocytoma|1475278
phospholipases a2|menstruation|2307211
phospholipases a2|rhabdomyolysis|2307211
phospholipases a2|extrusion|3376729
phospholipases a2|eruption|3376729
phospholipases a2|rash|3376729
phospholipases a2|very high|6619452
phospholipases a2|oedema|7537590
phospholipases a2|convulsions|8737971
phospholipases a2|neuropathy|8737971
phospholipases a2|tetanus|8833918
phospholipases a2|allergic disposition|8833918
phospholipases a2|vascular constriction|9237336
phospholipases a2|vasospasm|9237336
phospholipases a2|rhabdomyolysis|9237336
phospholipases a2|retraction|9237336
phospholipases a2|anaphylactoid reaction|9257793
phospholipases a2|ptosis|9402309
phospholipases a2|eosinophil count raised|9402309
phospholipases a2|diplopia|9402309
phospholipases a2|neoplasm|9402309
phospholipases a2|eosinophilia|9402309
phospholipases a2|prolapse|9402309
phospholipases a2|disorder characterized by eosinophilia|9402309
phospholipases a2|immune response|9709794
phospholipases a2|adverse reaction|10442531
phospholipases a2|allergic reaction|10442531
phospholipases a2|anaphylactoid reaction|10898500
phospholipases a2|allergic disposition|10898500
phospholipases a2|ischemia|11193194
phospholipases a2|swelling|11902659
phospholipases a2|vacuolation|11902659
phospholipases a2|lymphocytosis|11902659
phospholipases a2|anaemia|11902659
phospholipases a2|anemia|11902659
phospholipases a2|allergic disposition|12130950
phospholipases a2|allergic reaction|12130950
phospholipases a2|paralysis|12165047
phospholipases a2|menstruation|12503871
phospholipases a2|neoplasm|12503871
phospholipases a2|carcinoma|12503871
phospholipases a2|total lipids|12503871
phospholipases a2|human parturition, function|12569024
phospholipases a2|allergic disposition|12569024
phospholipases a2|circulatory failure|14719029
phospholipases a2|necrosis|14719029
phospholipases a2|acute renal failure syndrome|14719029
phospholipases a2|eosinophilia|15650311
phospholipases a2|disorder characterized by eosinophilia|15650311
phospholipases a2|stress|15650311
phospholipases a2|allergic rhinitis|15650311
phospholipases a2|eosinophil count raised|15650311
phospholipases a2|hemostatic function|15763387
phospholipases a2|innervation|16195243
phospholipases a2|paralysis|16195243
phospholipases a2|denervation|16195243
phospholipases a2|muscle innervation|16195243
phospholipases a2|diuresis|16427672
phospholipases a2|glomerular filtration|16427672
phospholipases a2|acute renal failure syndrome|16427672
phospholipases a2|demyelination|16498630
phospholipases a2|necrosis|16498630
phospholipases a2|renal blood flow|17078988
phospholipases a2|tubular reabsorption|17078988
phospholipases a2|glomerular filtration|17078988
phospholipases a2|thrombocytopenia|18420371
phospholipases a2|capillary permeability|18420371
phospholipases a2|hemostatic function|18420371
phospholipases a2|neuropathy|18693540
phospholipases a2|leukemia|22109081
phospholipases a2|neoplasm|22109081
phospholipases a2|neoplasm, malignant (primary)|22109081
phospholipases a2|malignant tumor of breast|22109081
phospholipases a2|malignant neoplastic disease|22109081
phospholipases a2|infectious disease|23657358
phospholipases a2|infection|23657358
transaminases|oedema|1297173
transaminases|c/o - vomiting|9868953
transaminases|fever|9868953
transaminases|eating|9868953
transaminases|swelling|11902659
transaminases|vacuolation|11902659
transaminases|lymphocytosis|11902659
transaminases|anaemia|11902659
transaminases|anemia|11902659
transaminases|weight loss|15051408
transaminases|1/3 meter|15051408
transaminases|diarrhoea|15051408
transaminases|circulatory failure|20702808
transaminases|mobility|20702808
phospholipase a>2<|oedema|1297173
phospholipase a>2<|pheochromocytoma|1475278
phospholipase a>2<|menstruation|2307211
phospholipase a>2<|rhabdomyolysis|2307211
phospholipase a>2<|extrusion|3376729
phospholipase a>2<|eruption|3376729
phospholipase a>2<|rash|3376729
phospholipase a>2<|very high|6619452
phospholipase a>2<|oedema|7537590
phospholipase a>2<|convulsions|8737971
phospholipase a>2<|neuropathy|8737971
phospholipase a>2<|tetanus|8833918
phospholipase a>2<|allergic disposition|8833918
phospholipase a>2<|vascular constriction|9237336
phospholipase a>2<|vasospasm|9237336
phospholipase a>2<|rhabdomyolysis|9237336
phospholipase a>2<|retraction|9237336
phospholipase a>2<|anaphylactoid reaction|9257793
phospholipase a>2<|ptosis|9402309
phospholipase a>2<|eosinophil count raised|9402309
phospholipase a>2<|diplopia|9402309
phospholipase a>2<|neoplasm|9402309
phospholipase a>2<|eosinophilia|9402309
phospholipase a>2<|prolapse|9402309
phospholipase a>2<|disorder characterized by eosinophilia|9402309
phospholipase a>2<|immune response|9709794
phospholipase a>2<|adverse reaction|10442531
phospholipase a>2<|allergic reaction|10442531
phospholipase a>2<|anaphylactoid reaction|10898500
phospholipase a>2<|allergic disposition|10898500
phospholipase a>2<|ischemia|11193194
phospholipase a>2<|swelling|11902659
phospholipase a>2<|vacuolation|11902659
phospholipase a>2<|lymphocytosis|11902659
phospholipase a>2<|anaemia|11902659
phospholipase a>2<|anemia|11902659
phospholipase a>2<|allergic disposition|12130950
phospholipase a>2<|allergic reaction|12130950
phospholipase a>2<|paralysis|12165047
phospholipase a>2<|menstruation|12503871
phospholipase a>2<|neoplasm|12503871
phospholipase a>2<|carcinoma|12503871
phospholipase a>2<|total lipids|12503871
phospholipase a>2<|human parturition, function|12569024
phospholipase a>2<|allergic disposition|12569024
phospholipase a>2<|circulatory failure|14719029
phospholipase a>2<|necrosis|14719029
phospholipase a>2<|acute renal failure syndrome|14719029
phospholipase a>2<|eosinophilia|15650311
phospholipase a>2<|disorder characterized by eosinophilia|15650311
phospholipase a>2<|stress|15650311
phospholipase a>2<|allergic rhinitis|15650311
phospholipase a>2<|eosinophil count raised|15650311
phospholipase a>2<|hemostatic function|15763387
phospholipase a>2<|innervation|16195243
phospholipase a>2<|paralysis|16195243
phospholipase a>2<|denervation|16195243
phospholipase a>2<|muscle innervation|16195243
phospholipase a>2<|diuresis|16427672
phospholipase a>2<|glomerular filtration|16427672
phospholipase a>2<|acute renal failure syndrome|16427672
phospholipase a>2<|demyelination|16498630
phospholipase a>2<|necrosis|16498630
phospholipase a>2<|renal blood flow|17078988
phospholipase a>2<|tubular reabsorption|17078988
phospholipase a>2<|glomerular filtration|17078988
phospholipase a>2<|neuropathy|18693540
phospholipase a>2<|leukemia|22109081
phospholipase a>2<|neoplasm|22109081
phospholipase a>2<|neoplasm, malignant (primary)|22109081
phospholipase a>2<|malignant tumor of breast|22109081
phospholipase a>2<|malignant neoplastic disease|22109081
blood proteins|oedema|1297173
bradykinin|hypoglycemia|1312788
bradykinin|hypotension|2087694
bradykinin|hypothermia|2087694
bradykinin|asystole|2087694
bradykinin|rectal temperature|2087694
bradykinin|metachromatic leukodystrophy|2087694
bradykinin|cerebrovascular disorder|2087694
bradykinin|body temperature above reference range|2087694
bradykinin|increased mean arterial pressure|2907541
bradykinin|systemic blood pressure|2907541
bradykinin|vascular flow|2907541
bradykinin|blood vessel permeability|4152780
bradykinin|arthritis|4152780
bradykinin|vascular flow|4152780
bradykinin|tissue perfusion measure|4152780
bradykinin|denervation|4152780
bradykinin|oedema|4152780
bradykinin|cardiovascular function|6202636
bradykinin|synclitism|6202636
bradykinin|stress|6302295
bradykinin|gastric mucosal barrier|6302295
bradykinin|common cold|6302295
bradykinin|chronic obstructive lung disease|6302295
bradykinin|blood pressure|9637372
bradykinin|hypotension|9637372
bradykinin|pulmonary edema|9637372
bradykinin|dyspnoea|9637372
bradykinin|pulmonary oedema|9637372
bradykinin|hypotension|10695969
bradykinin|saliva increased|10695969
bradykinin|salivary secretion|10695969
bradykinin|glomerular filtration|14999016
bradykinin|adverse reaction|16569814
bradykinin|anaphylactoid reaction|16569814
bradykinin|allergic disposition|16569814
bradykinin|allergic reaction|20860671
bradykinin|muscle tone|22812191
bradykinin|anaphylactoid reaction|22812191
bradykinin|uterine haemorrhage|22812191
bradykinin|menstrual disorder|22812191
bradykinin|uterine contractions|22812191
bradykinin|stress|23218888
bradykinin|liver function|23218888
antidiuretic hormone|hypoglycemia|1312788
antidiuretic hormone|neoplasm|1373071
antidiuretic hormone|below expected growth rate|1373071
antidiuretic hormone|small cell carcinoma of lung|1373071
antidiuretic hormone|carcinoma|1373071
antidiuretic hormone|menstruation|2436762
antidiuretic hormone|small cell carcinoma of lung|2436762
antidiuretic hormone|drinking|3051054
antidiuretic hormone|gastric acid secretion|10619185
antidiuretic hormone|reflex|10619185
antidiuretic hormone|endotoxemia|10619185
antidiuretic hormone|diabetes mellitus|12809950
antidiuretic hormone|vascular constriction|12809950
antidiuretic hormone|vasospasm|12809950
antidiuretic hormone|blood glucose normal|12809950
antidiuretic hormone|hypotension|17897713
antidiuretic hormone|normal blood pressure|17897713
antidiuretic hormone|circulatory failure|17897713
antidiuretic hormone|blood pressure|17897713
antidiuretic hormone|vascular constriction|18311183
antidiuretic hormone|blood pressure|18311183
antidiuretic hormone|vasospasm|18311183
antidiuretic hormone|tachycardia|18311183
antidiuretic hormone|tachyarrhythmia|18311183
antidiuretic hormone|free water clearance|23692186
adrenocorticotropic hormone|hypoglycemia|1312788
adrenocorticotropic hormone|hypothermia|2409426
adrenocorticotropic hormone|sensation quality|2409426
adrenocorticotropic hormone|menstruation|2436762
adrenocorticotropic hormone|small cell carcinoma of lung|2436762
adrenocorticotropic hormone|gastric acid secretion|10619185
adrenocorticotropic hormone|reflex|10619185
adrenocorticotropic hormone|endotoxemia|10619185
adrenocorticotropic hormone|blood glucose normal|12964040
adrenocorticotropic hormone|neoplasm|15653654
adrenocorticotropic hormone|stress|20363879
adrenocorticotropic hormone|fasting|20363879
adrenocorticotropic hormone|diabetes mellitus|20363879
adrenocorticotropic hormone|food intake|20363879
adrenocorticotropic hormone|pheochromocytoma|22009172
adrenocorticotropic hormone|glucocorticoids increased|22009172
adrenocorticotropic hormone|hypercortisolism|22009172
adrenocorticotropic hormone|hypertensive disorder|22009172
adrenocorticotropic hormone|elevated blood pressure|22009172
adrenocorticotropic hormone|diabetes mellitus|22009172
vasopressins|hypoglycemia|1312788
vasopressins|neoplasm|1373071
vasopressins|below expected growth rate|1373071
vasopressins|small cell carcinoma of lung|1373071
vasopressins|carcinoma|1373071
vasopressins|drinking|3051054
vasopressins|gastric acid secretion|10619185
vasopressins|reflex|10619185
vasopressins|endotoxemia|10619185
vasopressins|diabetes mellitus|12809950
vasopressins|vascular constriction|12809950
vasopressins|vasospasm|12809950
vasopressins|blood glucose normal|12809950
vasopressins|hypotension|17897713
vasopressins|normal blood pressure|17897713
vasopressins|circulatory failure|17897713
vasopressins|blood pressure|17897713
vasopressins|vascular constriction|18311183
vasopressins|blood pressure|18311183
vasopressins|vasospasm|18311183
vasopressins|tachycardia|18311183
vasopressins|tachyarrhythmia|18311183
vasopressins|free water clearance|23692186
