compound|predicate|object|pmid
crotapotin|disrupts|oedema|7537590
carrageenin|causes|oedema|7537590
Crotapotin|stimulates|compound 48/80|7537590
arachidonic acid|stimulates|compound 48/80|7537590
platelet activating factor|stimulates|compound 48/80|7537590
thrombin|causes|platelet aggregation|7537590
ovalbumin|stimulates|TXB2|7537590
crotapotin|inhibits|cyclo-oxygenase|7537590
PLA2|part_of|extracellular|7537590
crotapotin|interacts_with|PLA2|7537590
venom|part_of|horses|8675476
crotalid venom|part_of|rabbit|8736137
crotalid venom|causes|syndrome|8736137
venom|causes|mononeuropathy|8736137
thrombin|causes|defibrination syndrome|10219986
venom|associated_with|bites|10219986
plasminogen activator inhibitor-1|stimulates|antigen|10219986
rattlesnake venom|causes|thrombocytopenia|12676300
nitric oxide|affects|macrophage|12782091
glucose|affects|macrophage|12782091
Crotalid venom|causes|analgesia|12782091
crotalid venom|affects|macrophage|12782091
venom|part_of|peritoneal macrophages|12782091
venom|isa|toxins|12782091
antivenom|part_of|crotalid|12782091
crotalid venom|disrupts|macrophage|12782091
crotoxin|interacts_with|crotalid venom|12782091
crotoxin|interacts_with|snake venom|12782091
Venom|causes|thrombocytopenia|17265901
calm|part_of|victim|17265901
antivenin|isa|therapy|17265901
rattlesnake venom|causes|injury|18457854
snake venom|causes|injury|18457854
antivenoms|treats|bites|656831
Antivenom|treats|poisoning|656831
venom|causes|necrosis|656831
factor X activator|coexists_with|venom|1919428
antivenom|part_of|horse|2089742
Antivenom|administered_to|children|2733617
antivenom|administered_to|children|2733617
Factor IX|treats|patients|3103794
thrombin|part_of|patient|3103794
venom|affects|blood coagulation|3103794
venom|causes|acute renal failure|4060176
venom|causes|rhabdomyolysis|4060176
venom|causes|myonecrosis|4060176
serum|part_of|serum|4060176
serum|part_of|urine|4060176
antivenins|produces|antivenin|6381754
antivenin|treats|snakebite|6968356
venom|causes|tissue damage|8083405
antivenoms|part_of|snakes|8327649
antivenoms|part_of|Bothrops|8327649
antivenoms|isa|treatment|8327649
antivenoms|administered_to|Patients|8327649
antivenom|part_of|Lachesis|9133709
AV|administered_to|children|11781603
hydrocortisone|treats|patients|11781603
antivenoms|treats|mice|12102539
antivenin|administered_to|patients|12733849
venom|causes|hemorrhage|14719029
venoms|compared_with|venom|14719029
venoms|lower_than|venom|14719029
antibody|coexists_with|immune sera|14719029
venom|coexists_with|antibody|14719029
venom|affects|glands|15536056
snake antivenom|treats|patients|16434468
snake antivenom|part_of|black|16434468
antivenom|neg_treats|paralysis|16847503
venom|causes|nephrotoxicity|17014559
antivenom|administered_to|patients|17357384
antihistamines|treats|patient|17554446
venoms|associated_with|MS|17583756
toxin|interacts_with|venoms|17583756
venom|affects|infection|17674318
toxins|part_of|extracellular|17674318
fibrinogen|produces|toxins|17674318
fibrinogen|produces|enzymes|17674318
fibronectin|produces|toxins|17674318
fibronectin|produces|enzymes|17674318
integrins|coexists_with|integrins|17979730
integrins|affects|angiogenesis|17979730
viper venom|affects|interaction|17979730
angiogenic viper venom peptides|interacts_with|alpha 1 beta 1 integrin|17979730
adrenaline|treats|medical staff|18081448
Venoms|coexists_with|proteins|18420371
proteins|disrupts|haemostasis|18420371
haemorrhagins|causes|disorders|18420371
thrombin|stimulates|factor V|18420371
thrombin|stimulates|factor X|18420371
thrombin|stimulates|enzymes|18420371
factor IX|isa|proteases|18420371
factor IX|stimulates|protein C|18420371
snake venoms|causes|Haemostasis disorders|18420371
snake venoms|causes|nephrotoxicity|18620959
anti-snake venoms|treats|high-risk groups|18715121
CroFab|isa|antivenom|18846756
CroFab|compared_with|antivenoms|18846756
venom|affects|growth|19327376
CCV|disrupts|growth|19327376
Snake venom|disrupts|growth|19327376
secretion components|causes|bites|19393681
Crotalidae Polyvalent Immune Fab|treats|patients|19545426
antivenom|treats|snakebite|19545426
antivenom|treats|victims|19545426
factor VIIa|part_of|recombinant|19594209
factor VIIa|treats|massive gastrointestinal hemorrhage|19594209
hemoglobin|part_of|blood|19594209
factor VIIa|part_of|Recombinant|19594209
factor VIIa|treats|gastrointestinal hemorrhage|19594209
venoms|part_of|Animal|20455317
natural products|associated_with|cancer|20455317
venoms|part_of|animal|20455317
antigens|affects|snakebite|20591352
antivenom|part_of|patients|20643156
antivenom|part_of|Bothrops|20643156
synaptophysin|part_of|skeletal muscle|20855420
phospholipases A2|causes|necrosis|20855420
hydrocortisone|isa|hormones|21115460
thyroxine|isa|hormones|21115460
hydrocortisone|part_of|Physicians|21115460
hormones|part_of|Physicians|21115460
thyroxine|part_of|Physicians|21115460
cholesterol|interacts_with|venom|21827516
toxin|administered_to|victim|21981407
Antivenom|treats|coagulopathy|23586640
Antivenom|treats|patients|23586640
venom|part_of|patients|23586640
venom|interacts_with|Antivenom|23586640
antivenom|administered_to|patients|23586640
venom|associated_with|coagulopathy|23586640
venom|causes|disseminated intravascular coagulation|17320134
venom|causes|consumptive coagulopathy|17320134
venom|causes|hemorrhage|17320134
venom|causes|increased fibrinolysis|17320134
toxins|affects|endothelium|17320134
haemorrhagin|causes|thrombocytopenia|1631797
haemorrhagin|affects|bleeding|1631797
venom|affects|platelets aggregation|1796474
venom|part_of|rats|1796474
batroxobin|part_of|rats|1796474
haemorrhagin|causes|thrombocytopenia|1796474
haemorrhagin|affects|bleeding|1796474
von Willebrand factor|treats|patients|1949067
von Willebrand factor|treats|bleeding|1949067
venom|part_of|rats|2804475
venom|affects|blood coagulation|7549984
antivenom|inhibits|antivenom|7549984
venom|part_of|dogs|8520523
fibrinogen|affects|fall|8520523
antivenom|part_of|Bothrops|11144814
venom|causes|tubular|11193194
venom|causes|thrombocytopenia|11341509
botrocetin|isa|venom|11341509
botrocetin|causes|platelet aggregation|11341509
aspercetin|causes|myonecrosis|11341509
aspercetin|causes|edema|11341509
aspercetin|causes|hemorrhage|11341509
aspercetin|part_of|mice|11341509
BaP1|administered_to|mice|11341509
cytokines|disrupts|tumoral growth|12396470
BjV|inhibits|cytokines|12396470
venom|part_of|animals|12396470
venom|part_of|cells|12396470
IL-6|interacts_with|BjV|12396470
IL-6|isa|cytokines|12419508
BjV|stimulates|TNF-alpha|12419508
venom|causes|Local inflammatory reaction|12419508
antivenom|neg_treats|symptoms|12676437
venom|augments|symptoms|12676437
specific antibodies|coexists_with|antivenom|12676437
antivenom|treats|network|12676437
venom|causes|leakage|12676437
Venom|augments|twitches|12715081
Venom|augments|neuromuscular blockade|12715081
venom|causes|neuromuscular blockade|12715081
venom|stimulates|GL|16751793
GL|treats|rats|16751793
GL|inhibits|bleeding|16751793
snake venom|stimulates|glycyrrhizin|16751793
Jararhagin|isa|metalloproteinase|17046041
metalloproteinase|causes|hemorrhage|17046041
Jararhagin|causes|hemorrhage|17046041
metalloproteinase|causes|edema|17046041
metalloproteinase|causes|necrosis|17046041
metalloproteinase|causes|inflammation|17046041
Jararhagin|causes|edema|17046041
Jararhagin|causes|necrosis|17046041
Jararhagin|causes|inflammation|17046041
jararhagin|administered_to|animals|17046041
jararhagin|isa|toxin|17046041
jararhagin|predisposes|edema|17046041
jararhagin|isa|Toxin|17046041
jararhagin|causes|interstitial edema|17046041
antivenom|part_of|equine|18028735
adrenaline|treats|patient|18028735
hydrocortisone|treats|patient|18028735
antivenom|causes|adverse reactions|19305361
CX3CL1-CX3CR1|produces|cell-cell adhesion molecular|16720640
blocking antibodies|part_of|macrophages|16720640
nitroglycerine|treats|children|16891681
nitroglycerine|treats|pulmonary congestion|16891681
Nitroglycerine|treats|scorpion sting|16891681
oxygen|treats|patient|19082377
batrachotoxin|causes|swelling|626887
batrachotoxin|causes|myelopathy|626887
toxin|administered_to|rats|636935
tityustoxin|isa|toxin|636935
tityustoxin|administered_to|rats|636935
phenoxybenzamine|prevents|pulmonary edema|636935
guanethidine|prevents|pulmonary edema|636935
veratridine|treats|rats|3830286
tityustoxin|isa|toxin|3830286
veratridine|part_of|lv|3830286
veratridine|causes|hypotension|3830286
veratridine|treats|rat|3830286
channel blockers|causes|seizures|10210033
venom-specific IgE|isa|antibody|637904
antigenic|isa|complex antigenic mixture|637904
venoms|administered_to|patients|1607552
Antibody variations|stimulates|IgG4|2522473
IgG1|augments|T suppressive cell|2522473
IgG4|augments|T suppressive cell|2522473
venoms|causes|confusion|3310714
HBV-specific IgG|isa|antibody|3592146
HBV-specific IgE|isa|antibodies|3592146
venom|part_of|patients|3624680
HBV|part_of|patients|3624680
HBV|administered_to|patients|3624680
honey bee venom|treats|patients|4008075
honey bee venom|treats|bee sting allergy|4008075
HBV-specific IgG|isa|antibodies|4008075
venom-specific IgE|affects|anaphylaxis|4008803
venoms|part_of|patients|6638413
venoms|associated_with|hypersensitivity|6638413
venoms|part_of|patients|7400882
Tryptase|isa|protease|7929694
tryptase|part_of|human|7929694
venom|part_of|patients|9257781
venom|associated_with|urticaria pigmentosa|9257781
BBV|part_of|patients|10696863
adrenaline|treats|patients|11097308
plasmids|isa|DNA|11207323
DNA vaccine|neg_augments|immune modulation|11207323
venom|part_of|patients|11964714
complete Freund's adjuvant|part_of|Sprague-Dawley male rats|12067099
venom|disrupts|inflammation|12067099
bee venom|affects|arthritis|12067099
ITV|part_of|patients|12861850
ITV|associated_with|allergy|12861850
hymenoptera venom|interacts_with|Vespula spp|12861850
venom-specific IgE|isa|antibodies|14629126
venom|part_of|patients|14629126
aluminium hydroxide|treats|allergy|15147443
HBV|causes|local reactions|15147443
adjuvant|part_of|mucosal|15203921
tetanus toxoid|treats|mice|15203921
phospholipase A2|part_of|CBA/J mice|15650311
PLA2|stimulates|PLA2-specific IgE|15650311
allergens|coexists_with|venom|15984315
glycoproteins|coexists_with|venoms|16197464
epitopes|causes|positive test results|16197464
Melittin|isa|venom|16310715
venom|causes|hyperalgesia|16310715
Melittin|causes|hyperalgesia|16310715
melittin|causes|hyperalgesia|16310715
melittin|causes|heat hyperalgesia|16310715
melittin|causes|Secondary heat hyperalgesia|16310715
venom|causes|inflammation|16446039
venom|causes|hypersensitivity|16446039
venom|causes|positive skin tests|16689180
venom allergens|part_of|patients|16825872
vaccine|isa|injection|17163183
vaccine|uses|vaccine|17163183
histamine|part_of|cells|18005261
leukotrienes|associated_with|systemic anaphylaxis|18005261
allergen|coexists_with|honey bee venom|18005261
immunoglobulin E|augments|basophils|18005261
secretory phospholipase A2|causes|leukotriene production|18005261
secretory phospholipase A2|causes|histamine release|18005261
sPLA2|coexists_with|venom|18693540
Poneratoxin|isa|venom|18693540
neuropeptide|coexists_with|venom|18693540
neuropeptide|coexists_with|Poneratoxin|18693540
Poneratoxin|interacts_with|sodium channels|18693540
LC|prevents|side effects|18845330
allergen|associated_with|allergy|19910026
YJ-HYA|associated_with|allergy|19910026
hyaluronidase|part_of|patients|19910026
epitopes|part_of|patients|19910026
YJ-HYA|inhibits|Api m 2|19910026
hyaluronidase|associated_with|allergy|19910026
Pharmalgen|administered_to|patients|20094101
tryptase|predisposes|anaphylactic reaction|20121769
tryptase|part_of|patients|20121769
peptides|affects|edematogenic|20177946
peptides|causes|hyperalgesia|20177946
melittin|predisposes|inflammation|20177946
melittin|predisposes|pain|20177946
insect venoms|causes|pain|20177946
insect venoms|causes|inflammation|20177946
venom|augments|vascular permeability|20543672
hymenoptera venom|treats|individuals|21658068
Melittin|coexists_with|venom|21969711
melittin|associated_with|liver fibrosis|21969711
melittin|part_of|mice|21969711
tumor necrosis factor alpha|part_of|Hepatic stellate cells|21969711
Melittin|inhibits|cytokines|21969711
melittin|disrupts|HSCs|21969711
Melittin|disrupts|injury|21969711
melittin|disrupts|cleavage|22812191
allergens|part_of|recombinant|22812191
melittin|isa|toxin|22851351
lidocaine|affects|skin temperature increase|22851351
N-methyl-D-aspartate (NMDA) glutamate receptor|augments|skin temperature increase|22851351
glutamate|stimulates|NMDA receptors|22851351
NMDA receptor antagonists|treats|inflammatory pain|22851351
NMDA receptor|associated_with|flare|22851351
wasp venom|associated_with|eosinophilia|23095437
wasp venom|associated_with|concomitant atopic diseases|23095437
honey bee venom|treats|cohort|23889248
Hymenoptera venom|treats|cohort|23889248
immunoglobulin E|isa|antibodies|24210352
IgE|isa|antibodies|24210352
IgE|predisposes|allergic disorders|24210352
DF|compared_with|UK|3499037
DF|higher_than|UK|3499037
UK|treats|dogs|3499037
defibrase|compared_with|urokinase|3499037
coagulation factors|part_of|individual|12009098
snake venom|interacts_with|coagulation factors|12009098
Venoms|affects|blood coagulation|12404853
proteins|causes|disorders|12404853
venom|administered_to|rabbits|15553173
hemostatic|treats|rabbits|15553173
Snake venoms|isa|complex mixtures|17979733
peptides|affects|hemostasis|17979733
Venom|affects|platelet function|17979733
Russell's viper venom|stimulates|coagulation factors V|22416129
serine protease|affects|blood coagulation|22416129
RVV-X|causes|consumption|22416129
RVV-X|administered_to|ICR mice|22416129
APC inhibitor|associated_with|complications|22416129
protein C|augments|consumptive coagulopathy|22416129
IgG4|isa|antibodies|23896012
antivenom|causes|anaphylactic reaction|2291986
venom|stimulates|Factors II|2291986
venom|stimulates|Factor X|2291986
venom|stimulates|prothrombin|2291986
proteases|causes|clotting|2291986
fibrinolytic agent|treats|patients|2209234
fibrinolytic agent|treats|acute myocardial infarction|2209234
DF|part_of|patients|2209234
defibrase|associated_with|CGN|2805953
defibrase|part_of|patients|2805953
defibrase|associated_with|CRF|2805953
Defibrase|coexists_with|glucose|2805953
captopril|part_of|patients|2805953
defibrase|associated_with|chronic glomerulonephritis|2805953
batroxobin|interacts_with|urokinase|3163298
heparin|interacts_with|urokinase|3163298
heparin|prevents|reocclusion|3163298
batroxobin|affects|coronary thrombosis|3163298
Batroxobin|disrupts|lung metastases|3300562
anti-asialo GM1 antibody|inhibits|NK|3300562
batroxobin|part_of|NK cell|3300562
Batroxobin|neg_interacts_with|NK|3300562
batroxobin|stimulates|NK|3300562
batroxobin|part_of|natural killer cells|3300562
lysyl-plasminogen|coexists_with|batroxobin|6503980
batroxobin|inhibits|alpha 2-plasmin inhibitor|6503980
batroxobin|inhibits|plasminogen|6503980
hemocoagulase|disrupts|bleeding|7933697
Botropase|interacts_with|hemocoagulase|8145382
Botropase|treats|intraocular bleeding|8145382
medication|treats|gastric bleeding|8556923
drugs|treats|disease|8897062
drugs|treats|thrombotic|8897062
heparin|isa|drug|8897062
drugs|prevents|stenosis|8897062
batroxobin|associated_with|deep partial thickness burn|11876881
batroxobin|associated_with|wound|11876881
Batroxobin|augments|wound healing|11876881
calcium|stimulates|thrombin|11943932
calcium|stimulates|batroxobin|11943932
thrombin|part_of|patient|11943932
batroxobin|compared_with|thrombin|11943932
batroxobin|part_of|patient|11943932
thrombin|part_of|blood|11943932
thrombin|causes|weaker|11943932
carrageenan|part_of|guinea pigs|12622893
